generation,h2_HE_edu,h2_HE_height,h2_HE_wealth,h2_true_edu,R2_edu_from_edu_PGI,R2_edu_from_height_PGI,h2_true_height,R2_height_from_edu_PGI,R2_height_from_height_PGI,h2_true_wealth,R2_wealth_from_edu_PGI,R2_wealth_from_height_PGI,var_edu,var_height,var_wealth,r_score_edu_height,r_score_edu_wealth,r_score_height_wealth,rg_HE_edu_height,rg_HE_edu_wealth,rg_HE_height_wealth,r_beta_edu_height,r_beta_edu_wealth,r_beta_height_wealth,seed
1,0.037964020298233876,0.6563607357236549,0.014559577849668713,0.007236440908890455,0.018497645963594746,0.012568409204067037,0.6148995627724194,7.705867623531918e-06,0.6146596901738666,0.0,0.00017277527737605259,0.006843475933659591,1.280695287587696,1.02952944373816,1.1382047911842692,0.002595281328720222,,,0.6073092082898007,0.7150376283265453,0.7163836568760326,0.5174862375149489,0.6312349461410226,0.5081669253919772,5
2,0.05425913567674551,0.6711057919572426,0.027550961737223024,0.004644954554927738,0.01609173411673757,0.024818584075668285,0.6132793746820321,1.05289646027621e-06,0.6186061802134194,0.0,0.0003426467970040163,0.016109263162147013,2.0071923553497735,1.0480340756738633,1.279393971542494,-0.002545256838542697,,,0.7146482429074096,0.8697276661713775,0.8057094168778012,0.6362503375737174,0.8111631788563451,0.6475438808501122,5
3,0.06623765708461844,0.678358734097698,0.037936254166423135,0.00340402437272439,0.013698993292151735,0.03460262233920345,0.6152060157379711,2.721808001593731e-07,0.6189631978637326,0.0,0.00035542725034911395,0.024737576817233688,2.7569973034565063,1.0555583243439233,1.4034462585265841,-0.0017522747863621144,,,0.7661562011705279,0.9176134395846325,0.8524589347179173,0.6938569842785762,0.8726213444750038,0.7167222106152139,5
4,0.07546685709046749,0.6819008589387439,0.04476809243847071,0.0027080994827166282,0.011657493184388155,0.04297405591768667,0.6192712449443706,1.7917899038330993e-06,0.6200029611187317,0.0,0.00028408694857325517,0.03011824393481503,3.4482429423928864,1.0512573208045959,1.5055929945224085,0.0010148595361893333,,,0.8026850789485039,0.9399685629545251,0.8679537914934359,0.7346241490820962,0.8999026033984362,0.7445543790058965,5
5,0.08110873214951993,0.6782901065660251,0.05049488548061313,0.0023195805812641383,0.01045194013125478,0.04877545547772701,0.6193709071738618,3.6623180486143658e-09,0.6171106188457907,0.0,0.0003558155082458796,0.0342234692617651,4.027561459818991,1.0503757656627006,1.5980088750404813,-0.0009126244049422438,,,0.8257040873372332,0.9535185497629902,0.8736470703526814,0.7562015581289847,0.9188807703085519,0.7623898315023363,5
0,0.010225285407474022,0.5773169977641301,-0.000786899725188345,0.009800345938174974,0.009924073867402605,3.177505185449074e-05,0.5800729365936115,0.0004297530908437183,0.5815636384237654,0.0,3.408527119926322e-05,1.0202117778515193e-05,0.9997014097600782,0.9540328400823558,1.004171726521805,0.029279034763179463,,,0.05601891324767558,-0.11351960908712147,0.15194437021907106,0.017578383572643817,-0.011152735412637067,0.04455600150734299,6
1,0.03892937358359246,0.6281561043743479,0.013667717156889563,0.0076023827970536795,0.018610286746498127,0.014002169423769854,0.5951117283381921,0.0009610886083299307,0.5939876640232867,0.0,0.00011587068823192494,0.007613202450433745,1.294037062105552,0.9910675630236069,1.1422611829105356,0.038440147894250064,,,0.6315621829548571,0.6978214951319264,0.7850459016624824,0.5283902231276704,0.6183898729139569,0.5408635500859398,6
2,0.05595274601139654,0.6524983777601783,0.027431524513020354,0.004805371817569664,0.018126297003012687,0.026377792348344788,0.5993279533739795,0.0009398795751428685,0.603142901431187,0.0,0.0005527138860543057,0.017022681104073633,2.038521740422625,1.0063188038823152,1.289717400599757,0.03862903430557305,,,0.7187114996629329,0.8767873262863377,0.8235316932526116,0.6340423285824431,0.8167237187137061,0.6599731868889068,6
3,0.06931431312692277,0.6552157539522263,0.037156342701435086,0.0035146726828571883,0.01769516422134971,0.03681798543752417,0.6040646646815077,0.0008778337362790498,0.6020165299657559,0.0,0.0008287915799554482,0.024085525818695233,2.795306260897046,1.0039796910306573,1.4092356890870306,0.040193593308411366,,,0.7699502299273675,0.9136449639086668,0.8477003278912086,0.6931794614595658,0.8685568361461363,0.7146575272184101,6
4,0.07683712914881308,0.6612421601003016,0.043592375426346766,0.0028045481827194117,0.016632544754694705,0.04370814034945234,0.6073316039042517,0.0007838331850555533,0.6056890282206363,0.0,0.0012256760720529094,0.0292058465572774,3.5035090223354595,1.0003199981927213,1.519769939827988,0.04034740541018455,,,0.7998070227661336,0.939161303942419,0.8665897191260057,0.7254631801269396,0.8991647458434624,0.7431138987640821,6
5,0.08403801192685285,0.661474020249093,0.05035706291780109,0.0023865665338204146,0.015455281419788783,0.049411687008066314,0.6034221416381153,0.0011147505011365477,0.6051399773099823,0.0,0.0012960943850610675,0.03308854149739334,4.10247734620589,1.009095483970859,1.6120309948429634,0.040748377556883215,,,0.8174786856332035,0.955500905545492,0.8579172277291321,0.7493565029956458,0.9186111122522855,0.750663208200447,6
